,id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,No,Yes
1504,1505,108.0,682.0,451.0,0.0,-0.43318409026302795,2,0.0,13,0,63,94,65,98,69,90,85,1.0,0.0
1505,1506,375.0,308.0,1680.0,0.0,-0.43318409026302795,7,0.0,10,0,78,76,93,88,83,99,98,1.0,0.0
1506,1507,131.0,535.0,562.0,0.0,-0.43318409026302795,4,0.0,25,0,95,94,69,73,71,93,71,1.0,0.0
1507,1508,210.0,336.0,874.0,0.0,-0.43318409026302795,4,0.0,13,0,88,92,66,100,98,99,70,1.0,0.0
1508,1509,298.0,601.0,1270.0,1.0,-0.43318409026302795,2,0.0,29,1,87,86,95,92,91,79,64,1.0,0.0
1509,1510,304.0,96.0,1312.0,0.0,-0.43318409026302795,4,0.0,1,0,89,100,81,62,75,68,71,1.0,0.0
1510,1511,204.0,226.0,819.0,0.0,2.3084873670979085,2,0.0,11,0,89,65,82,77,90,76,84,1.0,0.0
1511,1512,204.0,16.0,808.0,0.0,-0.43318409026302795,1,0.0,26,0,90,100,89,69,100,95,94,1.0,0.0
1512,1513,268.0,601.0,1158.0,0.0,-0.43318409026302795,0,0.0,12,0,99,75,71,90,92,78,69,1.0,0.0
1513,1514,119.0,586.0,515.0,1.0,2.3084873670979085,0,0.0,32,1,91,75,77,95,80,95,88,1.0,0.0
1514,1515,132.0,563.0,566.0,0.0,-0.43318409026302795,5,0.0,28,0,75,99,60,90,51,77,84,1.0,0.0
1515,1516,180.0,334.0,702.0,0.0,-0.43318409026302795,1,0.0,34,0,60,93,99,81,96,92,80,1.0,0.0
1516,1517,311.0,324.0,1342.0,0.0,-0.43318409026302795,6,0.0,17,0,90,64,79,66,96,61,81,1.0,0.0
1517,1518,256.0,429.0,1112.0,0.0,-0.43318409026302795,2,0.0,31,0,93,74,80,79,70,66,91,1.0,0.0
1518,1519,24.0,612.0,103.0,1.0,-0.43318409026302795,2,1.0,25,1,93,74,96,69,71,82,76,0.0,1.0
1519,1520,301.0,631.0,1286.0,0.0,-0.43318409026302795,7,0.0,14,0,92,74,90,87,89,94,87,1.0,0.0
1520,1521,318.0,336.0,1416.0,0.0,-0.43318409026302795,2,0.0,2,0,86,60,91,82,73,77,64,1.0,0.0
1521,1522,222.0,516.0,934.0,1.0,2.3084873670979085,10,0.0,5,1,64,69,85,99,76,98,60,1.0,0.0
1522,1523,18.0,487.0,65.0,0.0,-0.43318409026302795,2,0.0,2,0,91,87,84,91,96,88,82,1.0,0.0
1523,1524,254.0,356.0,1092.0,1.0,-0.43318409026302795,3,0.0,33,1,76,66,96,86,85,62,68,1.0,0.0
1524,1525,83.0,444.0,321.0,1.0,-0.43318409026302795,6,0.0,33,1,72,67,65,76,69,81,70,1.0,0.0
1525,1526,400.0,610.0,1776.0,0.0,-0.43318409026302795,1,0.0,5,0,63,86,72,72,90,75,92,1.0,0.0
1526,1527,344.0,645.0,1535.0,1.0,2.3084873670979085,3,0.0,23,1,94,61,72,70,87,82,76,1.0,0.0
1527,1528,248.0,23.0,1054.0,0.0,-0.43318409026302795,10,0.0,2,0,70,75,59,91,53,97,95,1.0,0.0
1528,1529,400.0,336.0,1770.0,0.0,-0.43318409026302795,3,0.0,23,0,83,69,66,95,93,77,77,1.0,0.0
1529,1530,326.0,278.0,1431.0,0.0,-0.43318409026302795,6,0.0,3,0,50,61,50,96,70,58,86,1.0,0.0
1530,1531,145.0,81.0,594.0,1.0,-0.43318409026302795,0,0.0,48,1,99,89,96,98,89,98,93,1.0,0.0
1531,1532,419.0,619.0,1866.0,1.0,-0.43318409026302795,3,0.0,32,1,76,85,62,65,79,81,61,1.0,0.0
1532,1533,105.0,114.0,432.0,1.0,2.3084873670979085,4,1.0,3,1,71,66,52,99,87,89,70,0.0,1.0
1533,1534,313.0,274.0,1371.0,1.0,-0.43318409026302795,1,0.0,24,1,60,78,96,93,62,60,83,1.0,0.0
1534,1535,436.0,463.0,1929.0,0.0,-0.43318409026302795,4,0.0,21,0,87,74,81,65,74,91,82,1.0,0.0
1535,1536,62.0,230.0,251.0,1.0,-0.43318409026302795,10,0.0,0,1,93,84,65,56,67,92,81,1.0,0.0
1536,1537,356.0,601.0,1582.0,0.0,-0.43318409026302795,0,0.0,25,0,87,87,69,71,74,91,74,1.0,0.0
1537,1538,238.0,220.0,1024.0,0.0,-0.43318409026302795,3,0.0,10,0,93,68,61,78,80,65,77,1.0,0.0
1538,1539,209.0,255.0,862.0,1.0,-0.43318409026302795,1,0.0,4,1,96,64,91,69,60,62,62,1.0,0.0
1539,1540,256.0,148.0,1104.0,0.0,-0.43318409026302795,2,0.0,7,0,62,73,74,72,83,63,79,1.0,0.0
1540,1541,303.0,120.0,1295.0,1.0,2.3084873670979085,8,0.0,0,1,50,80,100,81,61,68,72,1.0,0.0
1541,1542,400.0,702.0,1777.0,0.0,-0.43318409026302795,4,0.0,2,0,71,68,77,73,68,73,64,1.0,0.0
1542,1543,229.0,299.0,958.0,1.0,-0.43318409026302795,0,1.0,16,1,99,88,88,90,82,88,90,0.0,1.0
1543,1544,402.0,342.0,1783.0,1.0,-0.43318409026302795,4,0.0,12,1,100,67,100,60,94,72,70,1.0,0.0
1544,1545,237.0,445.0,1022.0,1.0,2.3084873670979085,9,0.0,4,1,77,59,60,98,74,76,60,1.0,0.0
1545,1546,363.0,57.0,1612.0,1.0,-0.43318409026302795,3,1.0,23,1,88,73,86,75,65,62,83,0.0,1.0
1546,1547,165.0,508.0,666.0,0.0,-0.43318409026302795,6,0.0,15,0,88,99,64,79,52,75,92,1.0,0.0
1547,1548,448.0,131.0,1974.0,1.0,-0.43318409026302795,2,0.0,31,1,99,88,97,97,71,67,79,1.0,0.0
1548,1549,331.0,587.0,1459.0,1.0,2.3084873670979085,8,0.0,3,1,50,88,58,78,83,97,88,1.0,0.0
1549,1550,183.0,190.0,716.0,0.0,-0.43318409026302795,4,0.0,2,0,69,93,62,99,98,98,68,1.0,0.0
1550,1551,80.0,430.0,308.0,0.0,-0.43318409026302795,5,0.0,35,0,89,86,96,92,97,89,95,1.0,0.0
1551,1552,363.0,277.0,1619.0,1.0,-0.43318409026302795,5,0.0,27,1,93,97,77,70,81,83,87,1.0,0.0
1552,1553,327.0,234.0,1438.0,0.0,-0.43318409026302795,5,0.0,32,0,96,83,67,86,81,92,73,1.0,0.0
1553,1554,311.0,103.0,1333.0,0.0,2.3084873670979085,4,0.0,24,0,92,98,93,60,74,84,97,1.0,0.0
1554,1555,231.0,119.0,982.0,1.0,-0.43318409026302795,3,1.0,29,1,99,72,65,66,71,85,83,0.0,1.0
1555,1556,75.0,377.0,294.0,1.0,-0.43318409026302795,10,1.0,4,1,86,59,81,55,77,69,87,0.0,1.0
1556,1557,249.0,318.0,1057.0,1.0,-0.43318409026302795,4,0.0,17,1,91,92,95,90,73,75,95,1.0,0.0
1557,1558,254.0,640.0,1097.0,1.0,2.3084873670979085,3,0.0,18,1,95,91,74,61,94,86,87,1.0,0.0
1558,1559,383.0,666.0,1730.0,1.0,-0.43318409026302795,5,0.0,15,1,61,94,87,74,92,79,97,1.0,0.0
1559,1560,298.0,183.0,1262.0,1.0,-0.43318409026302795,1,0.0,32,1,65,89,70,71,74,97,64,1.0,0.0
1560,1561,31.0,361.0,133.0,0.0,-0.43318409026302795,7,0.0,3,0,94,97,97,75,79,68,92,1.0,0.0
1561,1562,81.0,322.0,313.0,0.0,-0.43318409026302795,5,0.0,31,0,94,68,89,90,91,98,72,1.0,0.0
1562,1563,62.0,2.0,245.0,1.0,-0.43318409026302795,5,1.0,3,1,56,67,87,97,88,57,86,0.0,1.0
1563,1564,313.0,327.0,1376.0,1.0,-0.43318409026302795,7,0.0,25,1,89,63,88,73,78,84,74,1.0,0.0
1564,1565,363.0,290.0,1623.0,1.0,2.3084873670979085,1,1.0,0,1,65,70,100,66,71,61,61,0.0,1.0
1565,1566,34.0,661.0,160.0,1.0,2.3084873670979085,1,0.0,29,1,91,96,63,81,97,74,66,1.0,0.0
1566,1567,308.0,370.0,1323.0,0.0,-0.43318409026302795,1,0.0,17,0,88,100,71,85,72,91,81,1.0,0.0
1567,1568,106.0,302.0,435.0,0.0,2.3084873670979085,4,0.0,0,0,49,51,57,80,89,53,76,1.0,0.0
1568,1569,62.0,239.0,252.0,1.0,-0.43318409026302795,5,0.0,25,1,73,94,74,72,80,98,100,1.0,0.0
1569,1570,151.0,284.0,628.0,1.0,-0.43318409026302795,2,0.0,23,1,94,94,74,66,73,92,80,1.0,0.0
1570,1571,185.0,185.0,724.0,0.0,2.3084873670979085,5,0.0,4,0,84,61,59,76,72,54,66,1.0,0.0
1571,1572,340.0,429.0,1521.0,1.0,-0.43318409026302795,7,1.0,11,1,97,91,91,61,68,77,97,0.0,1.0
1572,1573,243.0,533.0,1040.0,0.0,-0.43318409026302795,7,0.0,12,0,82,84,69,66,65,74,68,1.0,0.0
1573,1574,341.0,290.0,1525.0,0.0,2.3084873670979085,2,0.0,48,0,96,97,98,98,97,96,89,1.0,0.0
1574,1575,0.0,481.0,2.0,1.0,-0.43318409026302795,4,1.0,0,1,44,98,53,68,94,91,84,0.0,1.0
1575,1576,225.0,114.0,942.0,1.0,-0.43318409026302795,7,1.0,12,1,97,64,90,69,88,83,77,0.0,1.0
1576,1577,91.0,462.0,359.0,0.0,-0.43318409026302795,1,1.0,31,0,77,93,65,68,71,75,76,0.0,1.0
1577,1578,29.0,114.0,127.0,0.0,2.3084873670979085,9,0.0,19,0,89,99,96,72,84,62,98,1.0,0.0
1578,1579,286.0,304.0,1230.0,0.0,-0.43318409026302795,0,0.0,17,0,86,92,65,81,73,84,79,1.0,0.0
1579,1580,284.0,352.0,1223.0,1.0,-0.43318409026302795,6,1.0,24,1,73,71,84,96,92,94,75,0.0,1.0
1580,1581,268.0,635.0,1160.0,0.0,-0.43318409026302795,2,0.0,11,0,61,75,95,62,93,92,87,1.0,0.0
1581,1582,448.0,25.0,1970.0,1.0,2.3084873670979085,6,0.0,2,1,81,90,75,83,70,55,62,1.0,0.0
1582,1583,259.0,240.0,1124.0,0.0,2.3084873670979085,2,1.0,32,0,90,99,94,91,92,85,64,0.0,1.0
1583,1584,0.0,663.0,5.0,1.0,-0.43318409026302795,7,0.0,5,1,88,60,87,95,65,75,76,1.0,0.0
1584,1585,115.0,108.0,479.0,1.0,-0.43318409026302795,5,1.0,23,1,86,92,84,82,88,84,65,0.0,1.0
1585,1586,236.0,3.0,1000.0,0.0,-0.43318409026302795,8,0.0,14,0,78,75,82,91,86,76,69,1.0,0.0
1586,1587,208.0,5.0,858.0,1.0,2.3084873670979085,6,0.0,1,1,73,90,70,80,64,53,79,1.0,0.0
1587,1588,200.0,633.0,788.0,1.0,-0.43318409026302795,4,0.0,32,1,98,82,91,93,85,75,78,1.0,0.0
1588,1589,452.0,310.0,1998.0,1.0,-0.43318409026302795,1,0.0,34,1,81,79,100,88,81,64,95,1.0,0.0
1589,1590,135.0,301.0,574.0,0.0,-0.43318409026302795,2,1.0,13,0,73,87,72,98,82,89,98,0.0,1.0
1590,1591,40.0,568.0,186.0,1.0,-0.43318409026302795,1,0.0,24,1,84,95,87,100,96,92,76,1.0,0.0
1591,1592,273.0,423.0,1178.0,0.0,-0.43318409026302795,5,0.0,32,0,81,90,82,80,98,81,91,1.0,0.0
1592,1593,129.0,639.0,560.0,1.0,-0.43318409026302795,2,0.0,21,1,100,77,90,83,88,91,80,1.0,0.0
1593,1594,251.0,6.0,1069.0,0.0,2.3084873670979085,6,0.0,0,0,83,50,59,77,66,87,60,1.0,0.0
1594,1595,357.0,601.0,1590.0,0.0,-0.43318409026302795,6,0.0,34,0,87,75,90,82,99,66,92,1.0,0.0
1595,1596,188.0,572.0,733.0,1.0,-0.43318409026302795,2,0.0,14,1,96,94,60,62,86,79,79,1.0,0.0
1596,1597,119.0,599.0,516.0,1.0,-0.43318409026302795,3,0.0,25,1,98,76,69,75,76,98,81,1.0,0.0
1597,1598,18.0,505.0,66.0,0.0,-0.43318409026302795,3,0.0,5,0,83,66,97,95,91,76,80,1.0,0.0
1598,1599,108.0,674.0,450.0,0.0,2.3084873670979085,10,0.0,3,0,86,59,83,81,100,82,99,1.0,0.0
1599,1600,243.0,640.0,1042.0,0.0,-0.43318409026302795,7,0.0,20,0,82,67,88,62,73,64,79,1.0,0.0
1600,1601,230.0,494.0,976.0,1.0,-0.43318409026302795,1,1.0,26,1,82,98,78,63,83,91,94,0.0,1.0
1601,1602,212.0,166.0,893.0,0.0,-0.43318409026302795,9,0.0,2,0,100,71,70,86,80,91,62,1.0,0.0
1602,1603,20.0,440.0,75.0,0.0,-0.43318409026302795,3,1.0,1,0,100,80,88,81,93,93,84,0.0,1.0
1603,1604,151.0,399.0,631.0,1.0,-0.43318409026302795,10,0.0,1,1,83,93,75,55,82,51,91,1.0,0.0
1604,1605,408.0,50.0,1816.0,0.0,-0.43318409026302795,10,0.0,25,0,93,92,71,89,91,76,61,1.0,0.0
1605,1606,294.0,501.0,1254.0,0.0,-0.43318409026302795,5,0.0,35,0,86,86,100,86,94,87,85,1.0,0.0
1606,1607,213.0,529.0,899.0,0.0,2.3084873670979085,3,0.0,2,0,50,78,67,95,82,97,80,1.0,0.0
1607,1608,311.0,441.0,1347.0,0.0,-0.43318409026302795,7,0.0,5,0,78,68,56,50,76,67,97,1.0,0.0
1608,1609,423.0,601.0,1893.0,0.0,-0.43318409026302795,3,0.0,24,0,91,69,82,87,100,93,100,1.0,0.0
1609,1610,357.0,454.0,1589.0,0.0,-0.43318409026302795,0,0.0,5,0,73,100,78,77,71,61,66,1.0,0.0
1610,1611,183.0,334.0,717.0,0.0,-0.43318409026302795,6,0.0,3,0,99,66,81,69,82,73,72,1.0,0.0
1611,1612,231.0,166.0,984.0,1.0,-0.43318409026302795,6,0.0,5,1,88,82,99,65,83,65,98,1.0,0.0
1612,1613,268.0,568.0,1157.0,0.0,-0.43318409026302795,1,0.0,33,0,100,82,85,68,97,81,100,1.0,0.0
1613,1614,156.0,217.0,655.0,1.0,-0.43318409026302795,2,0.0,15,1,100,62,84,66,88,90,71,1.0,0.0
1614,1615,108.0,429.0,446.0,0.0,2.3084873670979085,5,0.0,32,0,99,61,76,95,79,78,66,1.0,0.0
1615,1616,50.0,429.0,212.0,1.0,-0.43318409026302795,0,1.0,14,1,81,99,85,72,67,78,69,0.0,1.0
1616,1617,237.0,80.0,1013.0,1.0,-0.43318409026302795,3,0.0,47,1,90,86,98,97,99,96,85,1.0,0.0
1617,1618,248.0,358.0,1055.0,0.0,-0.43318409026302795,4,0.0,6,0,67,88,89,90,78,84,73,1.0,0.0
1618,1619,237.0,348.0,1018.0,1.0,-0.43318409026302795,5,1.0,3,1,68,91,78,63,90,95,80,0.0,1.0
1619,1620,89.0,62.0,350.0,1.0,-0.43318409026302795,1,1.0,42,1,93,90,93,89,92,93,100,0.0,1.0
1620,1621,424.0,686.0,1898.0,1.0,-0.43318409026302795,1,0.0,22,1,94,95,80,60,89,93,88,1.0,0.0
1621,1622,441.0,500.0,1949.0,0.0,-0.43318409026302795,7,0.0,1,0,88,96,74,90,82,70,83,1.0,0.0
1622,1623,286.0,277.0,1229.0,0.0,-0.43318409026302795,1,1.0,21,0,75,93,66,63,68,91,99,0.0,1.0
1623,1624,93.0,426.0,391.0,1.0,-0.43318409026302795,4,0.0,50,1,99,89,87,90,87,90,95,1.0,0.0
1624,1625,93.0,208.0,380.0,1.0,2.3084873670979085,7,0.0,29,1,93,64,86,82,35,73,84,1.0,0.0
1625,1626,240.0,524.0,1026.0,0.0,-0.43318409026302795,4,0.0,31,0,73,95,78,79,84,89,96,1.0,0.0
1626,1627,323.0,160.0,1424.0,0.0,-0.43318409026302795,6,0.0,5,0,64,61,76,100,93,61,65,1.0,0.0
1627,1628,168.0,476.0,671.0,1.0,-0.43318409026302795,1,1.0,25,1,76,87,98,88,94,86,64,0.0,1.0
1628,1629,30.0,580.0,132.0,0.0,-0.43318409026302795,2,0.0,22,0,91,93,82,81,95,91,70,1.0,0.0
1629,1630,210.0,324.0,873.0,0.0,-0.43318409026302795,8,1.0,1,0,70,98,51,51,96,96,70,0.0,1.0
1630,1631,269.0,447.0,1170.0,0.0,-0.43318409026302795,5,0.0,26,0,90,92,95,85,93,69,65,1.0,0.0
1631,1632,9.0,81.0,25.0,1.0,-0.43318409026302795,9,0.0,3,1,93,83,61,95,70,93,65,1.0,0.0
1632,1633,419.0,601.0,1865.0,1.0,2.3084873670979085,7,0.0,12,1,61,99,66,99,100,70,60,1.0,0.0
1633,1634,225.0,636.0,946.0,1.0,-0.43318409026302795,1,0.0,1,1,51,69,85,61,59,81,63,1.0,0.0
1634,1635,365.0,161.0,1641.0,0.0,-0.43318409026302795,4,1.0,18,0,91,72,69,88,92,61,76,0.0,1.0
1635,1636,34.0,505.0,154.0,1.0,-0.43318409026302795,3,0.0,27,1,96,64,76,97,81,87,99,1.0,0.0
1636,1637,38.0,62.0,174.0,0.0,-0.43318409026302795,5,0.0,24,0,93,75,84,66,74,99,66,1.0,0.0
1637,1638,204.0,618.0,837.0,0.0,-0.43318409026302795,1,1.0,19,0,70,96,60,87,92,63,95,0.0,1.0
1638,1639,195.0,142.0,759.0,1.0,-0.43318409026302795,2,0.0,47,1,90,90,93,87,93,99,100,1.0,0.0
1639,1640,119.0,38.0,486.0,1.0,-0.43318409026302795,1,0.0,11,1,69,78,80,60,76,86,96,1.0,0.0
1640,1641,400.0,255.0,1767.0,0.0,-0.43318409026302795,2,0.0,29,0,89,90,72,98,96,84,87,1.0,0.0
1641,1642,167.0,463.0,668.0,1.0,-0.43318409026302795,2,1.0,14,1,86,99,90,61,66,96,87,0.0,1.0
1642,1643,152.0,378.0,641.0,0.0,-0.43318409026302795,5,0.0,4,0,80,61,89,98,73,90,88,1.0,0.0
1643,1644,278.0,48.0,1193.0,0.0,-0.43318409026302795,4,0.0,15,0,93,77,85,95,60,99,67,1.0,0.0
1644,1645,87.0,263.0,346.0,0.0,-0.43318409026302795,5,0.0,32,0,87,91,86,96,65,77,83,1.0,0.0
1645,1646,401.0,280.0,1779.0,1.0,-0.43318409026302795,7,0.0,33,1,86,88,96,86,87,99,80,1.0,0.0
1646,1647,327.0,686.0,1441.0,0.0,-0.43318409026302795,4,1.0,29,0,87,80,97,98,91,64,97,0.0,1.0
1647,1648,34.0,16.0,142.0,1.0,-0.43318409026302795,2,0.0,31,1,96,83,97,100,85,92,69,1.0,0.0
1648,1649,122.0,138.0,529.0,0.0,-0.43318409026302795,5,0.0,29,0,90,89,70,90,83,82,87,1.0,0.0
1649,1650,278.0,28.0,1191.0,0.0,2.3084873670979085,5,0.0,0,0,89,65,65,91,76,91,92,1.0,0.0
1650,1651,400.0,429.0,1773.0,0.0,2.3084873670979085,6,0.0,1,0,98,62,75,72,81,73,93,1.0,0.0
1651,1652,20.0,682.0,78.0,0.0,-0.43318409026302795,3,0.0,42,0,99,100,87,96,93,92,88,1.0,0.0
1652,1653,48.0,124.0,208.0,0.0,2.3084873670979085,9,1.0,2,0,99,65,100,93,91,60,83,0.0,1.0
1653,1654,359.0,151.0,1599.0,1.0,-0.43318409026302795,3,0.0,1,1,55,81,72,100,87,85,94,1.0,0.0
1654,1655,254.0,445.0,1094.0,1.0,-0.43318409026302795,1,0.0,11,1,86,87,64,74,60,89,84,1.0,0.0
1655,1656,149.0,285.0,611.0,0.0,2.3084873670979085,4,0.0,18,0,89,65,60,70,86,62,74,1.0,0.0
1656,1657,281.0,546.0,1217.0,0.0,-0.43318409026302795,2,1.0,35,0,94,97,90,93,85,95,92,0.0,1.0
1657,1658,363.0,350.0,1628.0,1.0,-0.43318409026302795,1,0.0,1,1,85,61,100,75,70,89,80,1.0,0.0
1658,1659,151.0,557.0,637.0,1.0,2.3084873670979085,0,0.0,12,1,78,70,90,68,90,87,77,1.0,0.0
1659,1660,348.0,502.0,1545.0,0.0,-0.43318409026302795,2,0.0,21,0,75,67,64,80,79,77,80,1.0,0.0
1660,1661,253.0,228.0,1079.0,1.0,-0.43318409026302795,2,1.0,18,1,82,61,89,88,74,78,72,0.0,1.0
1661,1662,419.0,580.0,1864.0,1.0,2.3084873670979085,6,0.0,5,1,41,53,64,62,79,50,65,1.0,0.0
1662,1663,148.0,336.0,602.0,0.0,-0.43318409026302795,5,0.0,2,0,44,79,83,50,52,79,96,1.0,0.0
1663,1664,303.0,35.0,1292.0,1.0,-0.43318409026302795,5,1.0,27,1,81,94,61,86,72,97,82,0.0,1.0
1664,1665,252.0,500.0,1072.0,0.0,2.3084873670979085,6,0.0,18,0,77,90,74,65,100,76,80,1.0,0.0
1665,1666,113.0,76.0,458.0,1.0,-0.43318409026302795,2,0.0,28,1,97,97,70,94,66,83,66,1.0,0.0
1666,1667,98.0,641.0,415.0,1.0,-0.43318409026302795,5,0.0,1,1,66,83,79,65,57,61,86,1.0,0.0
1667,1668,331.0,144.0,1453.0,1.0,-0.43318409026302795,7,0.0,42,1,91,96,96,90,97,85,98,1.0,0.0
1668,1669,150.0,446.0,621.0,0.0,-0.43318409026302795,8,0.0,21,0,76,84,95,66,84,74,64,1.0,0.0
1669,1670,119.0,81.0,488.0,1.0,-0.43318409026302795,4,0.0,31,1,97,93,60,90,85,72,83,1.0,0.0
1670,1671,85.0,706.0,338.0,0.0,-0.43318409026302795,8,0.0,34,0,83,94,93,62,92,98,94,1.0,0.0
1671,1672,284.0,354.0,1224.0,1.0,-0.43318409026302795,1,1.0,5,1,98,83,93,73,100,82,81,0.0,1.0
1672,1673,303.0,440.0,1308.0,1.0,-0.43318409026302795,3,0.0,46,1,91,88,88,91,85,95,88,1.0,0.0
1673,1674,204.0,121.0,815.0,0.0,-0.43318409026302795,3,0.0,9,0,82,84,93,89,88,76,98,1.0,0.0
1674,1675,93.0,195.0,379.0,1.0,-0.43318409026302795,5,0.0,26,1,77,86,62,85,72,98,90,1.0,0.0
1675,1676,412.0,283.0,1831.0,0.0,-0.43318409026302795,3,0.0,31,0,95,98,76,61,87,72,100,1.0,0.0
1676,1677,200.0,209.0,785.0,1.0,-0.43318409026302795,4,0.0,27,1,80,76,71,62,92,99,77,1.0,0.0
1677,1678,119.0,209.0,495.0,1.0,2.3084873670979085,7,0.0,28,1,89,79,97,61,64,79,72,1.0,0.0
1678,1679,338.0,545.0,1506.0,0.0,-0.43318409026302795,3,1.0,5,0,69,87,91,82,86,77,80,0.0,1.0
1679,1680,12.0,222.0,37.0,0.0,-0.43318409026302795,2,0.0,4,0,76,72,58,66,66,62,60,1.0,0.0
1680,1681,380.0,41.0,1712.0,1.0,-0.43318409026302795,1,0.0,33,1,85,97,95,97,98,84,94,1.0,0.0
1681,1682,263.0,560.0,1135.0,1.0,-0.43318409026302795,3,0.0,16,1,79,100,72,89,68,99,76,1.0,0.0
1682,1683,326.0,434.0,1433.0,0.0,-0.43318409026302795,1,0.0,15,0,85,76,63,62,74,82,96,1.0,0.0
1683,1684,21.0,251.0,79.0,1.0,-0.43318409026302795,7,0.0,10,1,78,69,87,93,83,94,75,1.0,0.0
1684,1685,92.0,545.0,369.0,0.0,-0.43318409026302795,0,1.0,18,0,62,91,86,88,80,62,75,0.0,1.0
1685,1686,448.0,305.0,1979.0,1.0,-0.43318409026302795,1,0.0,12,1,93,86,61,71,98,79,87,1.0,0.0
1686,1687,410.0,446.0,1825.0,0.0,-0.43318409026302795,3,0.0,25,0,94,76,100,60,80,94,61,1.0,0.0
1687,1688,256.0,38.0,1101.0,0.0,-0.43318409026302795,3,0.0,23,0,95,83,94,83,75,99,75,1.0,0.0
1688,1689,387.0,456.0,1745.0,0.0,-0.43318409026302795,6,0.0,8,0,81,67,93,65,87,84,79,1.0,0.0
1689,1690,363.0,403.0,1630.0,1.0,-0.43318409026302795,4,0.0,32,1,87,100,60,99,45,73,86,1.0,0.0
1690,1691,236.0,210.0,1003.0,0.0,2.3084873670979085,10,0.0,0,0,55,86,54,78,55,60,88,1.0,0.0
1691,1692,43.0,631.0,193.0,1.0,-0.43318409026302795,8,0.0,0,1,77,71,68,53,70,72,69,1.0,0.0
1692,1693,127.0,248.0,549.0,1.0,-0.43318409026302795,1,0.0,6,1,82,79,60,80,65,64,71,1.0,0.0
1693,1694,25.0,686.0,109.0,1.0,-0.43318409026302795,6,0.0,5,1,81,97,88,81,63,88,67,1.0,0.0
1694,1695,368.0,488.0,1652.0,1.0,-0.43318409026302795,0,0.0,16,1,99,70,86,61,70,90,66,1.0,0.0
1695,1696,140.0,612.0,588.0,1.0,-0.43318409026302795,5,1.0,4,1,87,77,64,84,84,94,80,0.0,1.0
1696,1697,204.0,370.0,829.0,0.0,2.3084873670979085,8,0.0,2,0,94,62,100,87,91,89,93,1.0,0.0
1697,1698,298.0,231.0,1263.0,1.0,-0.43318409026302795,2,0.0,35,1,98,92,91,89,95,92,90,1.0,0.0
1698,1699,268.0,28.0,1146.0,0.0,-0.43318409026302795,2,1.0,34,0,97,89,76,61,91,91,70,0.0,1.0
1699,1700,333.0,674.0,1477.0,0.0,-0.43318409026302795,1,0.0,7,0,83,81,70,90,73,89,87,1.0,0.0
1700,1701,361.0,654.0,1607.0,1.0,-0.43318409026302795,0,0.0,14,1,92,92,92,66,90,68,66,1.0,0.0
1701,1702,447.0,657.0,1967.0,0.0,-0.43318409026302795,1,0.0,24,0,100,74,80,84,85,82,74,1.0,0.0
1702,1703,81.0,400.0,314.0,0.0,-0.43318409026302795,4,0.0,25,0,86,69,79,85,63,82,77,1.0,0.0
1703,1704,221.0,686.0,912.0,1.0,-0.43318409026302795,8,0.0,3,1,48,80,73,67,84,99,83,1.0,0.0
1704,1705,109.0,190.0,453.0,0.0,2.3084873670979085,7,1.0,0,0,69,56,71,84,52,71,88,0.0,1.0
1705,1706,124.0,429.0,533.0,0.0,-0.43318409026302795,2,0.0,33,0,73,84,97,64,87,82,70,1.0,0.0
1706,1707,119.0,301.0,501.0,1.0,-0.43318409026302795,3,0.0,12,1,82,81,78,95,60,88,72,1.0,0.0
1707,1708,354.0,497.0,1575.0,0.0,-0.43318409026302795,3,1.0,1,0,90,96,89,88,94,73,77,0.0,1.0
1708,1709,321.0,654.0,1421.0,1.0,-0.43318409026302795,5,1.0,19,1,85,66,61,85,75,94,76,0.0,1.0
1709,1710,195.0,591.0,770.0,1.0,-0.43318409026302795,2,0.0,2,1,82,73,64,95,87,73,99,1.0,0.0
1710,1711,237.0,334.0,1016.0,1.0,-0.43318409026302795,4,0.0,3,1,80,61,96,89,96,61,80,1.0,0.0
1711,1712,58.0,442.0,235.0,0.0,-0.43318409026302795,10,1.0,1,0,41,53,98,67,61,83,97,0.0,1.0
1712,1713,209.0,420.0,866.0,1.0,-0.43318409026302795,1,0.0,48,1,99,93,88,92,99,94,95,1.0,0.0
1713,1714,224.0,422.0,941.0,1.0,-0.43318409026302795,2,0.0,32,1,95,95,92,61,63,81,100,1.0,0.0
1714,1715,375.0,10.0,1677.0,0.0,-0.43318409026302795,6,0.0,1,0,76,69,100,88,65,96,70,1.0,0.0
1715,1716,276.0,379.0,1185.0,0.0,-0.43318409026302795,1,0.0,22,0,91,92,81,98,88,76,99,1.0,0.0
1716,1717,222.0,51.0,915.0,1.0,-0.43318409026302795,5,0.0,16,1,98,75,69,65,67,79,72,1.0,0.0
1717,1718,189.0,158.0,735.0,1.0,2.3084873670979085,6,0.0,15,1,90,71,93,73,80,78,69,1.0,0.0
1718,1719,62.0,24.0,247.0,1.0,-0.43318409026302795,3,1.0,26,1,85,68,73,94,88,86,77,0.0,1.0
1719,1720,231.0,173.0,985.0,1.0,-0.43318409026302795,5,0.0,46,1,100,97,94,87,89,91,100,1.0,0.0
