id,name,height,weight,base_experience,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,abilities
941,kilowattrel,14,386,172,electric,flying,70,70,60,105,60,125,"wind-power, volt-absorb, competitive"
942,maschiff,5,160,68,dark,,60,78,60,40,51,51,"intimidate, run-away, stakeout"
943,mabosstiff,11,610,177,dark,,80,120,90,60,70,85,"intimidate, guard-dog, stakeout"
944,shroodle,2,7,58,poison,normal,40,65,35,40,35,75,"unburden, pickpocket, prankster"
945,grafaiai,7,272,170,poison,normal,63,95,65,80,72,110,"unburden, poison-touch, prankster"
946,bramblin,6,6,55,grass,ghost,40,65,30,45,35,60,"wind-rider, infiltrator"
947,brambleghast,12,60,168,grass,ghost,55,115,70,80,70,90,"wind-rider, infiltrator"
948,toedscool,9,330,67,ground,grass,40,40,35,50,100,70,mycelium-might
949,toedscruel,19,580,180,ground,grass,80,70,65,80,120,100,mycelium-might
950,klawf,13,790,158,rock,,70,100,115,35,55,75,"anger-shell, shell-armor, regenerator"
951,capsakid,3,30,61,grass,,50,62,40,62,40,50,"chlorophyll, insomnia, klutz"
952,scovillain,9,150,170,grass,fire,65,108,65,108,65,75,"chlorophyll, insomnia, moody"
953,rellor,2,10,54,bug,,41,50,60,31,58,30,"compound-eyes, shed-skin"
954,rabsca,3,35,165,bug,psychic,75,50,85,115,100,45,"synchronize, telepathy"
955,flittle,2,15,51,psychic,,30,35,30,55,30,75,"anticipation, frisk, speed-boost"
956,espathra,19,900,168,psychic,,95,60,60,101,60,105,"opportunist, frisk, speed-boost"
957,tinkatink,4,89,59,fairy,steel,50,45,45,35,64,58,"mold-breaker, own-tempo, pickpocket"
958,tinkatuff,7,591,133,fairy,steel,65,55,55,45,82,78,"mold-breaker, own-tempo, pickpocket"
959,tinkaton,7,1128,253,fairy,steel,85,75,77,70,105,94,"mold-breaker, own-tempo, pickpocket"
960,wiglett,12,18,49,water,,10,55,25,35,25,95,"gooey, rattled, sand-veil"
961,wugtrio,12,54,149,water,,35,100,50,50,70,120,"gooey, rattled, sand-veil"
962,bombirdier,15,429,243,flying,dark,70,103,85,60,85,82,"big-pecks, keen-eye, rocky-payload"
963,finizen,13,602,63,water,,70,45,40,45,40,75,water-veil
964,palafin-zero,13,602,160,water,,100,70,72,53,62,100,zero-to-hero
965,varoom,10,350,60,steel,poison,45,70,63,30,45,47,"overcoat, slow-start"
966,revavroom,18,1200,175,steel,poison,80,119,90,54,67,90,"overcoat, filter"
967,cyclizar,16,630,175,dragon,normal,70,95,65,85,65,121,"shed-skin, regenerator"
968,orthworm,25,3100,240,steel,,70,85,145,60,55,65,"earth-eater, sand-veil"
969,glimmet,7,80,70,rock,poison,48,35,42,105,60,60,"toxic-debris, corrosion"
970,glimmora,15,450,184,rock,poison,83,55,90,130,81,86,"toxic-debris, corrosion"
971,greavard,6,350,58,ghost,,50,61,60,30,55,34,"pickup, fluffy"
972,houndstone,20,150,171,ghost,,72,101,100,50,97,68,"sand-rush, fluffy"
973,flamigo,16,370,175,flying,fighting,82,115,74,75,64,90,"scrappy, tangled-feet, costar"
974,cetoddle,12,450,67,ice,,108,68,45,30,40,43,"thick-fat, snow-cloak, sheer-force"
975,cetitan,45,7000,182,ice,,170,113,65,45,55,73,"thick-fat, slush-rush, sheer-force"
976,veluza,25,900,167,water,psychic,90,102,73,78,65,70,"mold-breaker, sharpness"
977,dondozo,120,2200,265,water,,150,100,115,65,65,35,"unaware, oblivious, water-veil"
978,tatsugiri-curly,3,80,166,dragon,water,68,50,60,120,95,82,"commander, storm-drain"
979,annihilape,12,560,268,fighting,ghost,110,115,80,50,90,90,"vital-spirit, inner-focus, defiant"
980,clodsire,18,2230,151,poison,ground,130,75,60,45,100,20,"poison-point, water-absorb, unaware"
981,farigiraf,32,1600,260,normal,psychic,120,90,70,110,70,60,"cud-chew, armor-tail, sap-sipper"
982,dudunsparce-two-segment,36,392,182,normal,,125,100,80,85,75,55,"serene-grace, run-away, rattled"
983,kingambit,20,1200,275,dark,steel,100,135,120,60,85,50,"defiant, supreme-overlord, pressure"
984,great-tusk,22,3200,285,ground,fighting,115,131,131,53,53,87,protosynthesis
985,scream-tail,12,80,285,fairy,psychic,115,65,99,65,115,111,protosynthesis
986,brute-bonnet,12,210,285,grass,dark,111,127,99,79,99,55,protosynthesis
987,flutter-mane,14,40,285,ghost,fairy,55,55,55,135,135,135,protosynthesis
988,slither-wing,32,920,285,bug,fighting,85,135,79,85,105,81,protosynthesis
989,sandy-shocks,23,600,285,electric,ground,85,81,97,121,85,101,protosynthesis
990,iron-treads,9,2400,285,ground,steel,90,112,120,72,70,106,quark-drive
991,iron-bundle,6,110,285,ice,water,56,80,114,124,60,136,quark-drive
992,iron-hands,18,3807,285,fighting,electric,154,140,108,50,68,50,quark-drive
993,iron-jugulis,13,1110,285,dark,flying,94,80,86,122,80,108,quark-drive
994,iron-moth,12,360,285,fire,poison,80,70,60,140,110,110,quark-drive
995,iron-thorns,16,3030,285,rock,electric,100,134,110,70,84,72,quark-drive
996,frigibax,5,170,64,dragon,ice,65,75,45,35,45,55,"thermal-exchange, ice-body"
997,arctibax,8,300,148,dragon,ice,90,95,66,45,65,62,"thermal-exchange, ice-body"
998,baxcalibur,21,2100,300,dragon,ice,115,145,92,75,86,87,"thermal-exchange, ice-body"
999,gimmighoul,3,50,60,ghost,,45,30,70,75,70,10,rattled
1000,gholdengo,12,300,275,steel,ghost,87,60,95,133,91,84,good-as-gold
1001,wo-chien,15,742,285,dark,grass,85,85,100,95,135,70,tablets-of-ruin
1002,chien-pao,19,1522,285,dark,ice,80,120,80,90,65,135,sword-of-ruin
1003,ting-lu,27,6997,285,dark,ground,155,110,125,55,80,45,vessel-of-ruin
1004,chi-yu,4,49,285,dark,fire,55,80,80,135,120,100,beads-of-ruin
1005,roaring-moon,20,3800,295,dragon,dark,105,139,71,55,101,119,protosynthesis
1006,iron-valiant,14,350,295,fairy,fighting,74,130,90,120,60,116,quark-drive
1007,koraidon,25,3030,335,fighting,dragon,100,135,115,85,100,135,orichalcum-pulse
1008,miraidon,35,2400,335,electric,dragon,100,85,100,135,115,135,hadron-engine
1009,walking-wake,35,2800,295,water,dragon,99,83,91,125,83,109,protosynthesis
1010,iron-leaves,15,1250,295,grass,psychic,90,130,88,70,108,104,quark-drive
1011,dipplin,4,97,170,grass,dragon,80,80,110,95,80,40,"supersweet-syrup, gluttony, sticky-hold"
1012,poltchageist,1,11,62,grass,ghost,40,45,45,74,54,50,"hospitality, heatproof"
1013,sinistcha,2,22,178,grass,ghost,71,60,106,121,80,70,"hospitality, heatproof"
1014,okidogi,18,922,278,poison,fighting,88,128,115,58,86,80,"toxic-chain, guard-dog"
1015,munkidori,10,122,278,poison,psychic,88,75,66,130,90,106,"toxic-chain, frisk"
1016,fezandipiti,14,301,278,poison,fairy,88,91,82,70,125,99,"toxic-chain, technician"
1017,ogerpon,12,398,275,grass,,80,120,84,60,96,110,defiant
1018,archaludon,20,600,300,steel,dragon,90,105,130,125,65,85,"stamina, sturdy, stalwart"
1019,hydrapple,18,930,270,grass,dragon,106,80,110,120,80,44,"supersweet-syrup, regenerator, sticky-hold"
1020,gouging-fire,35,5900,295,fire,dragon,105,115,121,65,93,91,protosynthesis
1021,raging-bolt,52,4800,295,electric,dragon,125,73,91,137,89,75,protosynthesis
1022,iron-boulder,15,1625,295,rock,psychic,90,120,80,68,108,124,quark-drive
1023,iron-crown,16,1560,295,steel,psychic,90,72,100,122,108,98,quark-drive
1024,terapagos,2,65,90,normal,,90,65,85,65,85,60,tera-shift
1025,pecharunt,3,3,300,poison,ghost,88,88,160,88,88,88,poison-puppeteer
